Name;VOLKSWAGEN - TOT RETURN IND;NESTLE 'N' - TOT RETURN IND;COCA COLA - TOT RETURN IND;INTERNATIONAL BUS.MCHS. - TOT RETURN IND 
30.08.2007;5263.23;6081.47;4700.7;1450.74
31.08.2007;5324.86;6157.63;4734.14;1467.34
03.09.2007;5368.99;6134.2;4734.14;1467.34
04.09.2007;5334.32;6104.9;4786.08;1486.2
05.09.2007;5267.78;6022.88;4726.22;1482.3
06.09.2007;5276.88;5993.59;4811.61;1479.03
07.09.2007;5235.21;5935;4805.45;1453
10.09.2007;5254.82;5952.57;4803.69;1456.14
11.09.2007;5249.92;6028.74;4899.64;1475.63
12.09.2007;5248.87;6134.2;4945.41;1458.66
13.09.2007;5311.91;6222.08;4948.07;1458.03
14.09.2007;5323.11;6145.91;4995.01;1447.72
17.09.2007;5284.24;6058.03;4895.82;1440.05
18.09.2007;5326.61;6128.34;4995.52;1466.58
19.09.2007;5365.14;6198.64;5014.49;1467.08
20.09.2007;5398.41;5976.01;4987.04;1469.47
21.09.2007;5456.19;6034.6;5008.29;1468.47
24.09.2007;5479.3;6011.16;5021.58;1461.8
25.09.2007;5498.21;6005.3;5049.92;1465.07
26.09.2007;5526.23;6034.6;5079.14;1475.01
27.09.2007;5551.09;6081.47;5077.37;1480.16
28.09.2007;5554.25;6128.34;5089.77;1481.29
01.10.2007;5655.8;6122.48;5127.86;1496.76
02.10.2007;5571.76;6052.17;5129.63;1488.33
03.10.2007;5613.78;5999.45;5098.63;1463.69
04.10.2007;5640.05;5940.86;5125.2;1454.76
05.10.2007;5897.45;5964.29;5142.91;1462.43
08.10.2007;6006.36;5987.73;5119;1480.92
09.10.2007;6036.83;6011.16;5126.08;1487.58
10.10.2007;6114.22;5993.59;5125.2;1491.6
11.10.2007;6443.42;5993.59;5064.97;1484.44
12.10.2007;6373.73;5993.59;5119;1481.42
15.10.2007;6271.46;6052.17;5104.83;1484.19
16.10.2007;6064.14;6034.6;5115.45;1503.93
17.10.2007;6070.1;6058.03;5233.25;1455.89
18.10.2007;6170.61;6040.46;5257.16;1443.57
19.10.2007;6216.13;6017.02;5204.02;1411.88
22.10.2007;6352.36;6017.02;5247.41;1425.59
23.10.2007;5940.87;6116.62;5291.7;1442.06
24.10.2007;6055.39;6128.34;5329.78;1420.31
25.10.2007;6108.27;6245.52;5428.97;1418.55
26.10.2007;6341.86;6304.11;5452.88;1430.11
29.10.2007;6587.7;6333.4;5476.8;1443.57
30.10.2007;6660.54;6227.94;5467.05;1435.02
31.10.2007;6930.9;6263.09;5469.71;1460.17
01.11.2007;6725.68;6210.36;5393.55;1429.11
02.11.2007;6715.18;6210.36;5359.01;1440.93
05.11.2007;6532.72;6239.66;5343.95;1425.96
06.11.2007;6595.75;6304.11;5403.29;1423.07
07.11.2007;6440.27;6356.83;5310.3;1401.82
08.11.2007;6363.22;6356.83;5444.03;1339.1
09.11.2007;6269.36;6257.23;5387.35;1265.2
12.11.2007;6217.88;6233.8;5301.44;1280.29
13.11.2007;6034.38;6356.83;5405.95;1328.5
14.11.2007;6068.7;6374.41;5434.29;1305.41
15.11.2007;6046.29;6450.57;5486.54;1307.42
16.11.2007;5986.05;6415.42;5545.88;1322.44
19.11.2007;5711.84;6380.27;5517.54;1290.01
20.11.2007;5729.35;6391.98;5560.93;1305.15
21.11.2007;5680.32;6140.05;5513.11;1290.01
22.11.2007;5612.03;6140.05;5513.11;1290.01
23.11.2007;5576.31;6198.64;5517.54;1313.1
26.11.2007;5565.45;6274.81;5467.05;1286.85
27.11.2007;5496.81;6327.54;5577.76;1310.33
28.11.2007;5659.31;6397.84;5608.76;1355
29.11.2007;5641.8;6409.56;5590.95;1356.64
30.11.2007;5733.9;6362.69;5529.51;1327.36
03.12.2007;5655.8;6304.11;5538.41;1335.57
04.12.2007;5544.44;6298.25;5587.39;1345.66
05.12.2007;5593.12;6339.26;5614.1;1364.97
06.12.2007;5521.68;6333.4;5615.88;1384.41
07.12.2007;5494.36;6304.11;5623;1373.8
10.12.2007;5463.89;6339.26;5633.69;1380.49
11.12.2007;5559.85;6345.12;5606.98;1350.21
12.12.2007;5530.08;6397.84;5678.21;1368.88
13.12.2007;5443.58;6298.25;5706.7;1365.22
14.12.2007;5423.62;6268.95;5681.77;1334.81
17.12.2007;5365.84;6292.39;5562.45;1319.16
18.12.2007;5421.52;6116.62;5540.19;1341.62
19.12.2007;5407.51;6017.02;5596.29;1352.1
20.12.2007;5429.92;6040.46;5545.54;1373.55
21.12.2007;5598.72;6087.33;5615.88;1401.44
24.12.2007;5598.72;6087.33;5628.34;1409.01
25.12.2007;5598.72;6087.33;5628.34;1409.01
26.12.2007;5598.72;6087.33;5610.54;1407.88
27.12.2007;5438.68;6134.2;5547.32;1383.14
28.12.2007;5478.25;6093.19;5544.64;1389.33
31.12.2007;5478.25;6093.19;5464.51;1364.21
01.01.2008;5478.25;6093.19;5464.51;1364.21
02.01.2008;5389.65;6093.19;5439.58;1321.18
03.01.2008;5306.65;6022.88;5496.56;1323.83
04.01.2008;5213.14;5882.27;5507.25;1276.25
07.01.2008;5214.9;6011.16;5637.25;1262.62
08.01.2008;5209.29;6122.48;5660.4;1231.58
09.01.2008;5190.04;6122.48;5811.77;1240.67
10.01.2008;5237.31;6022.88;5837.59;1260.98
11.01.2008;5263.57;5762.16;5678.21;1232.59
14.01.2008;5393.15;5765.09;5725.4;1298.97
15.01.2008;5278.98;5633.27;5663.96;1285.09
16.01.2008;5375.29;5612.76;5578.48;1282.56
17.01.2008;5323.11;5647.91;5524.17;1275.87
18.01.2008;5260.07;5653.77;5408.41;1304.9
21.01.2008;5158.16;5413.56;5408.41;1304.9
22.01.2008;5287.39;5489.73;5234.78;1277.39
23.01.2008;5191.08;5366.69;5241.9;1338.97
24.01.2008;5375.64;5530.74;5331.84;1349.2
25.01.2008;5519.23;5624.48;5200.94;1319.03
28.01.2008;5599.42;5560.03;5289.98;1324.84
29.01.2008;5472.3;5621.55;5213.41;1338.97
30.01.2008;5363.04;5595.18;5143.96;1333.3
31.01.2008;5324.86;5659.63;5253.48;1351.72
01.02.2008;5304.55;5811.96;5276.63;1376.58
04.02.2008;5263.57;5677.21;5220.53;1362.07
05.02.2008;5189.33;5521.95;5111.01;1325.34
06.02.2008;5259.02;5577.61;5138.61;1312.35
07.02.2008;5274.08;5492.66;5204.5;1296.51
08.02.2008;5205.79;5542.46;5275.74;1308.29
11.02.2008;5259.72;5445.79;5298;1331.98
12.02.2008;5333.27;5560.03;5335.4;1349.59
13.02.2008;5346.22;5510.23;5288.21;1373.54
14.02.2008;5277.59;5521.95;5213.41;1344.52
15.02.2008;5253.07;5495.59;5232.11;1344.9
18.02.2008;5317.86;5577.61;5232.11;1344.9
19.02.2008;5296.14;5621.55;5173.34;1330.21
20.02.2008;5305.6;5463.36;5184.92;1366.31
21.02.2008;5255.52;5653.77;5163.55;1354.66
22.02.2008;5246.42;5721.15;5187.59;1369.1
25.02.2008;5242.56;5744.59;5233;1394.57
26.02.2008;5279.69;5844.18;5299.78;1449.04
27.02.2008;5272.33;5917.42;5346.97;1475.39
28.02.2008;5253.07;5888.13;5294.44;1459.94
29.02.2008;5261.82;5852.97;5205.39;1442.45
03.03.2008;5360.93;5759.23;5255.26;1447.14
04.03.2008;5292.64;5668.42;5286.43;1465.89
05.03.2008;5334.67;5697.71;5314.03;1461.84
06.03.2008;5307.35;5759.23;5262.38;1425.48
07.03.2008;5284.59;5677.21;5240.12;1443.47
10.03.2008;5393.15;5656.7;5223.2;1444.35
11.03.2008;5421.87;5642.05;5295.33;1475.77
12.03.2008;5445.68;5595.18;5304.23;1483.12
13.03.2008;5519.23;5940.86;5280.93;1468.42
14.03.2008;5485.96;5917.42;5155.47;1459.81
17.03.2008;5778.38;5753.38;5169.81;1463.86
18.03.2008;6133.84;5791.46;5323.95;1500.1
19.03.2008;6300.18;5858.83;5373.23;1481.47
20.03.2008;6247.65;5794.39;5470.02;1499.08
21.03.2008;6247.65;5794.39;5470.02;1499.08
24.03.2008;6247.65;5794.39;5482.56;1508.33
25.03.2008;6513.81;5800.24;5503.18;1494.52
26.03.2008;6550.93;5811.96;5479.88;1481.09
27.03.2008;6415.75;5870.55;5494.21;1463.48
28.03.2008;6418.9;5817.82;5461.05;1451.45
31.03.2008;6440.27;5814.89;5454.79;1458.67
01.04.2008;6356.57;5946.71;5505.86;1475.77
02.04.2008;6224.89;5976.01;5418.04;1454.49
03.04.2008;6322.59;5987.73;5427;1469.82
04.04.2008;6512.76;5993.59;5399.22;1466.52
07.04.2008;6495.95;6052.17;5409.98;1473.49
08.04.2008;6470.38;6063.89;5422.52;1472.98
09.04.2008;6498.4;5970.15;5446.72;1479.32
10.04.2008;6384.58;5929.14;5496;1504.78
11.04.2008;6368.12;5888.13;5402.81;1469.56
14.04.2008;6288.28;5893.98;5466.43;1485.78
15.04.2008;6306.84;6075.61;5461.05;1484.39
16.04.2008;6363.22;6077.95;5479.88;1526.19
17.04.2008;6447.27;6029.95;5437.76;1559.26
18.04.2008;6484.74;6161.95;5386.68;1575.98
21.04.2008;6532.72;6059.95;5408.18;1575.35
22.04.2008;6653.89;5951.95;5366.96;1566.73
23.04.2008;6538.67;5921.95;5405.5;1565.85
24.04.2008;6495.95;5942.95;5399.22;1573.32
25.04.2008;6513.81;5891.95;5316.78;1559.26
28.04.2008;6510.27;5903.95;5285.41;1541.65
29.04.2008;6665.87;5882.95;5262.11;1556.34
30.04.2008;6710.78;5963.95;5275.55;1529.11
01.05.2008;6710.78;5963.95;5295.27;1565.97
02.05.2008;6704.77;6005.95;5266.59;1560.53
05.05.2008;6690.97;6029.95;5231.64;1545.96
06.05.2008;6610.35;6017.95;5221.79;1555.96
07.05.2008;6531.49;6155.95;5110.67;1579.02
08.05.2008;6634.75;6131.95;5044.35;1588.94
09.05.2008;6621.66;6053.95;5031.81;1578
12.05.2008;6634.75;6053.95;5054.21;1593.01
13.05.2008;6611.76;6149.95;5063.17;1610.06
14.05.2008;6757.81;6101.95;5066.76;1622.01
15.05.2008;6682.49;6173.95;5108.88;1633.97
16.05.2008;6827.83;6173.95;5114.25;1625.83
19.05.2008;6827.83;6221.95;5154.58;1608.91
20.05.2008;6688.14;6119.95;5116.04;1592.25
21.05.2008;6538.56;6119.95;5076.61;1572.41
22.05.2008;6549.17;6107.95;5221.79;1586.14
23.05.2008;6394.28;6023.95;5254.05;1579.78
26.05.2008;6333.46;5996.95;5254.05;1579.78
27.05.2008;6393.57;6047.95;5250.46;1619.47
28.05.2008;6428.23;6137.95;5147.41;1647.71
29.05.2008;6355.38;6173.95;5185.94;1649.87
30.05.2008;6259.2;6149.95;5131.28;1646.31
02.06.2008;6123.05;6203.95;5107.98;1619.98
03.06.2008;6105.37;6251.95;5054.21;1626.08
04.06.2008;6096.18;6179.95;5081.09;1622.4
05.06.2008;6114.21;6239.95;5125;1634.1
06.06.2008;6053.03;6131.95;5000.44;1589.2
09.06.2008;6195.19;6149.95;5005.82;1600.9
10.06.2008;6251.77;6143.95;5198.49;1601.92
11.06.2008;6126.23;6035.95;5154.58;1567.7
12.06.2008;6128.71;6047.95;5154.58;1575.33
13.06.2008;6132.6;6011.95;4999.42;1604.59
16.06.2008;6171.85;5957.95;4887.56;1611.71
17.06.2008;6387.21;5933.95;4867.71;1591.23
18.06.2008;6406.3;5915.95;4795.54;1579.28
19.06.2008;6492.59;5897.95;4813.59;1590.21
20.06.2008;6432.47;5804.95;4840.65;1561.21
23.06.2008;6420.45;5756.95;4804.56;1570.37
24.06.2008;6323.2;5648.96;4814.49;1570.37
25.06.2008;6453.69;5648.96;4880.34;1584.62
26.06.2008;6273.34;5594.96;4800.96;1540.74
27.06.2008;6312.24;5423.96;4676.46;1527
30.06.2008;6464.3;5539.16;4689.1;1507.66
01.07.2008;6342.3;5558.36;4600.69;1517.08
02.07.2008;6304.46;5440.76;4634.07;1514.91
03.07.2008;6311.89;5452.76;4643.99;1520.51
04.07.2008;6208.27;5426.36;4643.99;1520.51
07.07.2008;6140.73;5515.16;4626.85;1545.44
08.07.2008;6115.63;5491.16;4643.09;1575.71
09.07.2008;6082.38;5534.36;4590.77;1531.45
10.07.2008;5997.51;5294.36;4514.09;1566.81
11.07.2008;5991.86;5207.96;4534.84;1553.33
14.07.2008;5997.51;5231.96;4597.08;1545.95
15.07.2008;6177.86;5159.96;4671.96;1567.06
16.07.2008;6618.84;5176.76;4721.57;1601.92
17.07.2008;6641.82;5315.96;4541.15;1609.29
18.07.2008;6724.21;5212.76;4513.19;1652.16
21.07.2008;6725.98;5282.36;4474.4;1636.51
22.07.2008;6875.21;5339.96;4632.26;1653.56
23.07.2008;7380.2;5363.96;4736;1647.45
24.07.2008;7175.09;5251.16;4678.27;1653.56
25.07.2008;7238.74;5311.16;4696.31;1634.86
28.07.2008;7343.77;5443.16;4614.22;1605.86
29.07.2008;7435.01;5551.16;4652.11;1623.79
30.07.2008;7328.92;5579.96;4628.66;1639.06
31.07.2008;7227.07;5529.56;4645.8;1627.86
01.08.2008;6914.47;5529.56;4793.74;1610.82
04.08.2008;6812.62;5551.16;4862.3;1622.52
05.08.2008;7001.46;5618.36;4953.41;1639.19
06.08.2008;6976.35;5659.16;4994;1649.23
07.08.2008;6948.77;5661.55;4872.22;1647.83
08.08.2008;7088.1;5798.36;4998.52;1644.76
11.08.2008;7241.93;5915.95;4993.1;1616.55
12.08.2008;7415.55;5978.36;4942.59;1598.92
13.08.2008;7242.28;5973.55;4980.47;1606.33
14.08.2008;7309.82;5954.36;4963.33;1620.89
15.08.2008;7238.74;5975.95;4966.94;1613.48
18.08.2008;7192.77;5975.95;4901.09;1590.88
19.08.2008;7134.07;5968.75;4901.09;1564.96
20.08.2008;7130.53;5903.96;4902.89;1564.32
21.08.2008;7060.16;5779.16;4827.12;1570.45
22.08.2008;7183.22;5795.95;4904.7;1595.22
25.08.2008;7106.13;5807.96;4832.53;1568.79
26.08.2008;7223.18;5834.36;4828.02;1564.19
27.08.2008;7182.16;5819.96;4852.38;1575.43
28.08.2008;7262.79;5819.96;4791.93;1590.75
29.08.2008;7202.67;5831.95;4697.21;1554.36
01.09.2008;7263.5;5824.75;4697.21;1554.36
02.09.2008;7329.27;5875.16;4687.29;1511.97
03.09.2008;7270.92;5834.36;4660.23;1511.07
04.09.2008;7026.57;5743.16;4664.74;1468.43
05.09.2008;6982.71;5771.96;4684.59;1459.87
08.09.2008;7122.4;5867.96;4815.39;1497.67
09.09.2008;7149.27;5990.36;4860.49;1468.94
10.09.2008;7239.8;5894.36;4854.18;1507.24
11.09.2008;7450.21;5937.55;4919.13;1522.06
12.09.2008;7494.77;6077.95;4950.93;1519.12
15.09.2008;7324.68;5930.36;4973.64;1470.85
16.09.2008;7949.53;5877.55;4982.72;1481.83
17.09.2008;8408.19;5831.95;4783.77;1423.35
18.09.2008;10545.51;5771.96;4850.09;1469.96
19.09.2008;9150.44;5920.75;4789.23;1517.59
22.09.2008;9866.19;5853.55;4667.5;1483.88
23.09.2008;9447.85;5716.76;4603.91;1473.02
24.09.2008;8911.4;5620.76;4559.39;1487.07
25.09.2008;8946.76;5723.96;4674.76;1533.68
26.09.2008;9176.62;5678.36;4767.42;1524.86
29.09.2008;9628.19;5584.76;4635.7;1461.53
30.09.2008;9852.04;5783.96;4803.76;1493.45
01.10.2008;9654.02;5810.36;4920.04;1406.24
02.10.2008;9312.76;5755.16;4869.17;1337.42
03.10.2008;9748.08;5699.96;4775.6;1320.82
06.10.2008;10248.81;5435.96;4625.71;1284.81
07.10.2008;10018.95;5515.16;4478.54;1221.35
08.10.2008;10396.63;5339.96;4306.85;1156.23
09.10.2008;10429.87;5073.56;3933.49;1136.43
10.10.2008;11952.59;4735.16;3769.97;1120.47
13.10.2008;12361.02;5121.56;4293.22;1177.42
14.10.2008;12323.9;5378.36;3972.55;1195.17
15.10.2008;13751.49;5025.56;4016.16;1127.37
16.10.2008;14153.92;4910.36;4158.78;1168.61
17.10.2008;12801.3;5270.36;4015.25;1159.16
20.10.2008;9854.16;5435.96;4220.55;1181.25
21.10.2008;8416.32;5414.36;4181.49;1134.65
22.10.2008;8549.29;5155.16;4122.44;1067.48
23.10.2008;7868.2;5327.96;3911.69;1077.06
24.10.2008;7444.55;5212.76;3779.96;1047.95
27.10.2008;16655.83;5126.36;3725.46;1017.17
28.10.2008;32516;5219.96;4110.63;1114.47
29.10.2008;18197.64;5407.16;3983.45;1126.22
30.10.2008;17684.88;5265.56;4057.03;1158.01
31.10.2008;16800.81;5399.96;4002.53;1187.13
03.11.2008;14109.71;5510.36;4128.8;1183.42
04.11.2008;13901.43;5685.55;4181.49;1192.62
05.11.2008;14061.27;5615.96;4063.39;1148.44
06.11.2008;13985.24;5500.76;4041.59;1093.66
07.11.2008;14171.6;5591.96;4201.47;1108.04
10.11.2008;13738.41;5649.55;4169.68;1077.22
11.11.2008;13794.98;5519.96;4037.05;1062.7
12.11.2008;13618.17;5399.96;3981.63;1024.17
13.11.2008;14074.35;5402.36;4204.2;1081.58
14.11.2008;13971.44;5467.16;4089.74;1031.75
17.11.2008;13013.82;5354.36;3994.35;995.15
18.11.2008;13388.66;5433.56;3950.75;1028.54
19.11.2008;13238.73;5402.36;3839.92;975.75
20.11.2008;12414.07;5174.36;3730.91;921.42
21.11.2008;12730.57;5018.36;3997.08;961.75
24.11.2008;11433.46;5128.76;4108.81;1026.1
25.11.2008;9027.04;5025.56;4094.28;1035.86
26.11.2008;10610.57;4963.16;4156.96;1048.96
27.11.2008;10353.84;5102.36;4156.96;1048.96
28.11.2008;9927.02;5272.76;4293.45;1048.06
01.12.2008;9611.22;5143.16;4060.78;987.7
02.12.2008;10329.44;5123.96;4024.14;1025.46
03.12.2008;10389.2;5095.16;4226.58;1036.12
04.12.2008;10219.82;5109.56;4099.25;994.63
05.12.2008;10184.46;5008.76;4211.92;1035.09
08.12.2008;10538.43;5116.76;4211.92;1089.93
09.12.2008;10706.05;5135.96;4106.58;1062.06
10.12.2008;10831.94;5011.16;4150.55;1064.25
11.12.2008;10750.61;5003.96;4050.7;1034.96
12.12.2008;10785.62;4955.96;4082.76;1055.77
15.12.2008;10874.03;4895.96;4119.4;1063.09
16.12.2008;10856.35;4919.96;4255.89;1109.71
17.12.2008;10962.43;4893.56;4166.12;1102.52
18.12.2008;10920.35;4862.36;4138.64;1078.89
19.12.2008;10113.73;4895.96;4069.94;1072.72
22.12.2008;9440.07;4900.76;4091.01;1053.07
23.12.2008;9192.53;4891.16;4027.8;1035.22
24.12.2008;9192.53;4891.16;4039.71;1034.19
25.12.2008;9192.53;4891.16;4039.71;1034.19
26.12.2008;9192.53;4891.16;4083.68;1044.59
29.12.2008;8986.72;4943.96;4068.11;1043.57
30.12.2008;8844.21;4991.96;4115.74;1073.11
31.12.2008;8844.21;4991.96;4146.88;1080.94
01.01.2009;8844.21;4991.96;4146.88;1080.94
02.01.2009;9171.31;4991.96;4204.59;1122.17
05.01.2009;9265.03;5087.96;4162.46;1115.11
06.01.2009;10194.7;5087.96;4095.59;1146.06
07.01.2009;10361.27;5092.76;4115.74;1127.57
08.01.2009;10601.73;5047.16;4144.14;1119.73
09.01.2009;10088.62;4845.56;4085.51;1087.88
12.01.2009;9194.3;4845.56;4005.82;1100.85
13.01.2009;8522.41;4847.96;4032.38;1096.1
14.01.2009;8451.68;4715.96;3904.14;1068.48
15.01.2009;8489.52;4778.36;3971.92;1080.43
16.01.2009;8614.35;4893.56;4015.89;1090.7
19.01.2009;8455.22;4903.16;4015.89;1090.7
20.01.2009;8406.42;4912.76;3927.95;1052.94
21.01.2009;8257.19;4876.76;3965.51;1174.19
22.01.2009;8262.49;4852.76;3949.94;1156.85
23.01.2009;8283;4843.16;3865.66;1149.4
26.01.2009;8994.5;4893.56;3941.69;1176.5
27.01.2009;9243.45;4874.36;3969.17;1177.27
28.01.2009;9464.11;4828.76;4017.72;1217.86
29.01.2009;8994.5;4823.96;3989.33;1188.19
30.01.2009;8922.01;4821.56;3913.3;1177.14
02.02.2009;8990.96;4723.16;3869.33;1167.9
03.02.2009;9088.21;4804.76;3968.26;1200.65
04.02.2009;9315.95;4742.36;3883.98;1192.3
05.02.2009;9222.58;4600.77;3910.55;1186.9
06.02.2009;9538.38;4581.56;3989.33;1241.23
09.02.2009;9692.91;4595.96;3875.74;1250.01
10.02.2009;9457.75;4619.96;3725.51;1204.18
11.02.2009;9561.36;4550.36;3780.47;1228.58
12.02.2009;8934.38;4519.16;4066.28;1227.42
13.02.2009;8796.47;4497.57;4016.81;1211.54
16.02.2009;8699.22;4502.36;4016.81;1211.54
17.02.2009;8377.42;4435.16;3902.3;1170.61
18.02.2009;8354.44;4442.36;3909.63;1181.46
19.02.2009;8344.89;4672.76;3966.43;1148.15
20.02.2009;7956.61;4699.16;3924.29;1146.34
23.02.2009;7652.49;4639.16;3855.59;1089.28
24.02.2009;7408.48;4610.36;3944.44;1115.48
25.02.2009;7114.97;4615.16;3881.24;1109.03
26.02.2009;7107.9;4545.56;3762.15;1148.66
27.02.2009;6648.19;4600.77;3742;1188.17
02.03.2009;6597.62;4427.96;3635.74;1149.7
03.03.2009;6754.27;4250.37;3556.96;1133.17
04.03.2009;7250.06;4377.57;3639.4;1155.38
05.03.2009;7213.99;4279.16;3467.19;1129.43
06.03.2009;7196.31;4291.17;3581.69;1107.87
09.03.2009;7332.45;4269.57;3549.63;1077.79
10.03.2009;7432.88;4411.16;3587.19;1126.46
11.03.2009;7457.99;4406.36;3662.3;1144.15
12.03.2009;7638.34;4403.96;3779.85;1167.13
13.03.2009;7624.2;4468.77;3815.01;1166.61
16.03.2009;7613.59;4499.96;3819.64;1177.71
17.03.2009;7659.56;4478.36;3836.3;1199.53
18.03.2009;7558.78;4399.16;3854.81;1187.14
19.03.2009;7383.38;4346.36;3903.87;1196.31
20.03.2009;7381.61;4223.97;3946.44;1194.37
23.03.2009;7498.3;4427.96;4085.27;1274.42
24.03.2009;7673.7;4499.96;4074.16;1269.9
25.03.2009;8239.51;4598.36;4141.72;1264.6
26.03.2009;9079.37;4624.77;4150.98;1275.32
27.03.2009;8837.14;4538.36;4174.12;1215.54
30.03.2009;8361.51;4487.96;4064.91;1220.32
31.03.2009;8133.42;4617.56;4067.68;1250.92
01.04.2009;8260.02;4691.96;4151.9;1260.21
02.04.2009;8601.98;4735.16;4196.33;1301.66
03.04.2009;8310.59;4617.56;4162.09;1319.73
06.04.2009;8408.54;4691.96;4163.94;1311.21
07.04.2009;8428.7;4766.36;4129.69;1274.93
08.04.2009;8416.32;4778.36;4163.94;1306.43
09.04.2009;8356.2;4744.76;4163.94;1313.02
10.04.2009;8356.2;4744.76;4163.94;1313.02
13.04.2009;8356.2;4744.76;4139.87;1290.42
14.04.2009;8624.61;4715.96;4091.75;1281.65
15.04.2009;8534.79;4653.56;4167.64;1276.22
16.04.2009;8363.28;4663.16;4174.12;1309.53
17.04.2009;8768.18;4595.96;4166.71;1307.47
20.04.2009;8400.41;4557.57;4102.85;1296.62
21.04.2009;8370.35;4547.96;3988.09;1320.89
22.04.2009;8439.3;4509.56;3973.28;1323.99
23.04.2009;8165.25;4435.16;3972.35;1309.4
24.04.2009;8424.45;4533.57;3960.32;1292.1
27.04.2009;8652.63;4579.16;3909.42;1290.42
28.04.2009;8711.45;4535.96;3913.12;1316.12
29.04.2009;8545.67;4658.36;3952.92;1343.23
30.04.2009;8545.67;4650.89;3984.39;1332.51
01.05.2009;8545.67;4650.89;3930.71;1350.59
04.05.2009;8373.83;4842.61;3995.49;1370.99
05.05.2009;8328.55;4812.73;3992.72;1366.6
06.05.2009;8022.66;4827.67;3974.21;1357.82
07.05.2009;8121.41;4887.42;3961.25;1331.47
08.05.2009;8325.34;4907.34;3972.35;1317.2
11.05.2009;8231.94;4907.34;3956.62;1335.5
12.05.2009;8070.43;4979.55;4109.33;1348.99
13.05.2009;7981.66;5041.79;4038.07;1327.19
14.05.2009;7934.25;5074.16;4155.61;1311.48
15.05.2009;7817.66;5024.36;4161.16;1315.64
18.05.2009;8039.42;5041.79;4263.89;1357.3
19.05.2009;7858.31;5021.87;4316.65;1369.37
20.05.2009;7834.42;5061.71;4349.97;1350.42
21.05.2009;7926.05;5061.71;4320.35;1334.46
22.05.2009;7979.52;4972.07;4377.73;1322.39
25.05.2009;7936.03;5039.3;4377.73;1322.39
26.05.2009;7928.9;5019.38;4369.4;1363.01
27.05.2009;7633.7;4942.2;4315.72;1335.88
28.05.2009;7479.69;4892.4;4340.71;1358.73
29.05.2009;7593.77;4817.71;4549.88;1379.36
01.06.2009;8108.94;4817.71;4536.92;1406.49
02.06.2009;9036.95;4914.81;4596.16;1386.5
03.06.2009;8485.06;4914.81;4543.4;1382.09
04.06.2009;8841.58;4967.09;4605.41;1380.01
05.06.2009;8593.44;4827.67;4575.79;1391.82
08.06.2009;8877.23;4879.95;4570.24;1395.07
09.06.2009;9073.31;4884.93;4543.4;1403.5
10.06.2009;8984.18;4902.36;4480.46;1406.23
11.06.2009;9071.53;4889.91;4534.14;1419.86
12.06.2009;8836.23;4884.93;4563.08;1404.41
15.06.2009;8456.54;4822.69;4490.28;1396.75
16.06.2009;8306.8;4845.1;4464.14;1392.86
17.06.2009;8439.07;4842.61;4473.48;1388.71
18.06.2009;8174.18;4884.93;4624.68;1380.01
19.06.2009;7933.89;4996.97;4555.61;1374.3
22.06.2009;7846.19;5001.95;4479.08;1356.52
23.06.2009;7989.5;5069.18;4461.35;1355.48
24.06.2009;8912.88;5113.99;4433.35;1351.72
25.06.2009;8659.04;5091.59;4466.01;1376.51
26.06.2009;8859.05;5084.12;4492.14;1371.58
29.06.2009;8964.57;5121.46;4507.08;1373.52
30.06.2009;8598.08;5094.07;4479.08;1355.22
01.07.2009;8788.1;5166.28;4590.15;1360.67
02.07.2009;8146.37;5104.04;4562.14;1320.31
03.07.2009;8344.59;5121.46;4562.14;1320.31
06.07.2009;8060.81;5143.87;4573.35;1319.27
07.07.2009;7825.51;5153.83;4539.75;1300.32
08.07.2009;7695.38;5121.46;4527.61;1306.68
09.07.2009;7779.88;5121.46;4546.28;1324.85
10.07.2009;7599.12;5094.07;4508.95;1308.63
13.07.2009;7978.1;5168.77;4578.01;1344.84
14.07.2009;8154.21;5176.23;4600.41;1340.04
15.07.2009;8918.94;5273.34;4716.15;1391.56
16.07.2009;9064.4;5308.2;4740.41;1435.95
17.07.2009;8895.05;5415.25;4696.55;1497.99
20.07.2009;8417.68;5328.11;4762.82;1511.22
21.07.2009;8886.14;5345.54;4699.35;1519.01
22.07.2009;8890.78;5343.05;4585.48;1499.93
23.07.2009;9069.75;5355.5;4590.15;1519.27
24.07.2009;9390.61;5325.63;4606.95;1526.8
27.07.2009;9002.01;5377.91;4621.88;1526.67
28.07.2009;9091.14;5415.25;4609.75;1522.13
29.07.2009;8607.35;5417.74;4599.48;1521.87
30.07.2009;9066.89;5522.31;4635.88;1529.65
31.07.2009;9023.4;5475.01;4651.75;1530.56
03.08.2009;9123.58;5450.11;4629.35;1556.39
04.08.2009;8991.31;5435.17;4620.02;1552.24
05.08.2009;8445.84;5377.91;4589.21;1537.57
06.08.2009;8531.41;5447.62;4609.75;1530.56
07.08.2009;8961.01;5492.44;4605.08;1555.99
10.08.2009;8342.46;5465.05;4614.41;1547.78
11.08.2009;8053.68;5489.95;4577.08;1535.91
12.08.2009;8078.63;5273.34;4522.95;1555.47
13.08.2009;8128.19;5153.83;4491.21;1559.25
14.08.2009;6862.92;5253.42;4523.88;1546.08
17.08.2009;6167.71;5193.66;4545.35;1523.78
18.08.2009;6112.45;5245.95;4536.95;1533.82
19.08.2009;5133.82;5315.66;4606.95;1546.08
20.08.2009;5149.86;5345.54;4612.55;1551.03
