Name;VOLKSWAGEN - TOT RETURN IND;NESTLE 'N' - TOT RETURN IND;COCA COLA - TOT RETURN IND;INTERNATIONAL BUS.MCHS. - TOT RETURN IND
01.01.1990;672.06;707.93;636.89;217.97
02.01.1990;683.89;707.93;643.07;226.95
03.01.1990;703.18;738.1;633.8;228.97
04.01.1990;685.13;738.92;630.71;231.58
05.01.1990;673.31;729.95;625.55;231
08.01.1990;682.02;731.17;638.95;232.45
09.01.1990;699.44;734.84;633.8;230.13
10.01.1990;688.24;745.03;629.68;229.26
11.01.1990;695.71;749.11;629.68;231.29
12.01.1990;694.46;742.59;607;226.66
15.01.1990;687;731.58;596.7;227.24
16.01.1990;660.86;721.79;601.85;231.87
17.01.1990;660.86;727.09;597.73;228.97
18.01.1990;649.66;722.61;594.64;230.42
19.01.1990;654.02;723.42;598.76;228.39
22.01.1990;659.62;723.42;581.24;223.76
23.01.1990;674.55;720.98;585.36;224.05
24.01.1990;650.9;700.99;582.27;225.79
25.01.1990;666.46;701.4;566.81;222.03
26.01.1990;665.22;695.69;556.51;224.34
29.01.1990;672.68;702.22;562.69;225.21
30.01.1990;673.31;697.32;546.2;225.21
31.01.1990;688.37;691.61;567.84;228.39
01.02.1990;695.71;691.21;566.81;226.37
02.02.1990;709.4;694.88;571.96;227.82
05.02.1990;718.11;703.44;569.9;233.51
06.02.1990;721.84;705.48;566.81;236.74
07.02.1990;704.42;700.59;572.99;241.72
08.02.1990;714.38;720.98;571.96;240.84
09.02.1990;703.18;715.67;568.87;240.25
12.02.1990;690.73;712;564.75;237.03
13.02.1990;690.11;715.67;552.38;242.01
14.02.1990;689.49;722.2;553.41;243.18
15.02.1990;695.09;724.24;572.99;243.18
16.02.1990;713.13;727.91;564.75;242.6
19.02.1990;708.15;724.24;564.75;242.6
20.02.1990;685.75;716.9;564.75;241.13
21.02.1990;678.29;702.22;564.75;245.82
22.02.1990;691.35;703.44;558.57;242.01
23.02.1990;682.64;700.59;560.63;240.54
26.02.1990;669.82;690.8;570.93;243.77
27.02.1990;693.22;698.95;576.09;243.18
28.02.1990;689.49;698.95;581.24;243.47
01.03.1990;672.68;693.25;583.3;243.77
02.03.1990;678.29;699.36;579.18;245.82
05.03.1990;683.26;703.44;579.18;246.11
06.03.1990;680.77;701.4;589.48;247.87
07.03.1990;686.37;711.6;588.45;247.28
08.03.1990;691.98;709.56;596.7;250.8
09.03.1990;699.44;707.52;596.9;249.63
12.03.1990;695.09;703.44;597.94;252.56
13.03.1990;715.62;705.48;595.87;249.04
14.03.1990;711.27;705.48;600.01;249.04
15.03.1990;715.62;703.44;598.98;250.8
16.03.1990;715.62;703.44;607.27;254.61
19.03.1990;742.38;697.32;624.88;255.49
20.03.1990;755.07;695.28;617.63;253.14
21.03.1990;762.92;703.44;613.48;251.39
22.03.1990;751.09;701.4;601.05;249.63
23.03.1990;753.58;687.13;614.52;246.11
26.03.1990;764.92;689.17;616.59;244.06
27.03.1990;768.1;687.13;624.88;244.94
28.03.1990;766.45;689.17;629.03;248.16
29.03.1990;774.47;695.28;625.92;248.46
30.03.1990;784.03;697.32;619.7;248.75
02.04.1990;766.83;687.13;630.07;248.16
03.04.1990;782.12;689.17;640.43;249.92
04.04.1990;789.12;689.17;641.46;249.63
05.04.1990;787.21;689.17;642.5;248.75
06.04.1990;778.29;697.32;645.61;248.16
09.04.1990;766.19;695.28;657.01;247.28
10.04.1990;756.64;693.25;664.26;248.16
11.04.1990;750.27;691.21;663.23;249.33
12.04.1990;755.37;689.17;667.37;251.09
13.04.1990;755.37;689.17;667.37;251.09
16.04.1990;755.37;689.17;666.34;259.88
17.04.1990;751.67;693.25;665.3;260.47
18.04.1990;737.79;689.17;657.01;257.54
19.04.1990;733.71;687.13;641.46;255.78
20.04.1990;737.53;685.09;635.25;256.37
23.04.1990;704.41;685.09;637.32;256.37
24.04.1990;703.78;678.97;638.36;255.19
25.04.1990;711.42;672.86;638.36;256.37
26.04.1990;707.22;670.82;638.36;254.9
27.04.1990;713.33;662.66;623.85;251.68
30.04.1990;707.6;650.43;632.14;255.49
01.05.1990;707.6;650.43;636.28;253.14
02.05.1990;720.97;662.66;641.46;255.78
03.05.1990;747.98;662.66;646.65;256.07
04.05.1990;766.7;664.7;648.72;261.84
07.05.1990;784.66;672.86;652.86;261.84
08.05.1990;771.93;668.78;660.12;262.43
09.05.1990;766.19;666.74;662.19;263.62
10.05.1990;763.01;670.82;663.23;266.28
11.05.1990;738.81;683.05;690.17;270.13
14.05.1990;736.9;683.05;696.39;270.72
15.05.1990;738.17;678.97;694.32;273.98
16.05.1990;736.9;685.09;698.46;273.39
17.05.1990;747.09;687.13;706.75;275.17
18.05.1990;749;691.21;704.68;273.39
21.05.1990;737.53;685.09;721.26;277.24
22.05.1990;738.81;689.17;721.26;279.02
23.05.1990;754.73;691.21;744.06;281.39
24.05.1990;754.73;691.21;752.35;281.39
25.05.1990;752.82;685.09;727.48;275.46
28.05.1990;763.01;689.17;727.48;275.46
29.05.1990;770.01;701.4;754.42;283.76
30.05.1990;770.65;711.6;746.13;286.42
31.05.1990;767.47;711.6;748.2;284.35
01.06.1990;773.45;721.79;750.27;283.17
04.06.1990;773.45;721.79;771;285.24
05.06.1990;793.58;736.06;762.71;286.13
06.06.1990;780.84;721.47;752.35;285.83
07.06.1990;778.93;721.47;741.98;285.83
08.06.1990;774.35;721.47;733.69;281.39
11.06.1990;767.47;711.04;741.16;284.05
12.06.1990;758.04;717.3;755.73;284.94
13.06.1990;756.64;713.13;753.65;287.61
14.06.1990;756.64;717.3;747.4;286.42
15.06.1990;753.45;711.04;749.48;285.24
18.06.1990;755.37;704.79;734.91;281.39
19.06.1990;775.75;694.36;732.83;281.39
20.06.1990;775.75;696.45;734.91;279.61
21.06.1990;780.21;702.7;739.07;282.28
22.06.1990;785.94;713.13;722.42;275.46
25.06.1990;799.95;715.21;714.09;276.35
26.06.1990;796.13;708.96;720.34;276.65
27.06.1990;805.04;706.87;739.07;279.61
28.06.1990;798.04;698.53;749.48;278.72
29.06.1990;793.58;698.53;739.07;278.43
02.07.1990;815.23;698.53;743.24;280.8
03.07.1990;812.05;700.62;747.4;278.72
04.07.1990;817.15;708.96;747.4;278.72
05.07.1990;812.69;706.87;736.99;278.13
06.07.1990;819.06;711.04;745.32;279.61
09.07.1990;815.23;710.62;739.07;281.98
10.07.1990;806.32;710.62;732.83;279.02
11.07.1990;807.59;713.13;741.16;282.28
12.07.1990;804.41;715.63;749.48;284.35
13.07.1990;808.23;717.3;747.4;286.72
16.07.1990;792.31;713.96;755.73;289.98
17.07.1990;783.39;706.45;786.96;286.13
18.07.1990;793.83;689.77;789.04;284.05
19.07.1990;794.85;687.27;795.28;284.35
20.07.1990;792.31;687.27;789.04;278.72
23.07.1990;789.71;683.93;768.22;274.58
24.07.1990;779.34;679.76;766.14;271.91
25.07.1990;779.34;692.28;761.97;271.91
26.07.1990;789.71;695.61;766.14;268.06
27.07.1990;786.86;688.94;759.89;263.91
30.07.1990;778.04;686.44;761.97;265.69
31.07.1990;776.74;690.61;755.73;264.21
01.08.1990;758.59;690.61;755.73;264.5
02.08.1990;749.51;681.43;734.91;260.06
03.08.1990;743.29;668.92;726.58;256.21
06.08.1990;697.64;621.38;691.19;249.01
07.08.1990;709.31;646.4;705.76;246.91
08.08.1990;692.33;631.39;732.83;247.21
09.08.1990;708.02;635.56;745.32;247.51
10.08.1990;705.42;636.39;728.66;244.51
13.08.1990;687.27;625.55;741.16;248.71
14.08.1990;692.33;633.89;741.16;250.21
15.08.1990;703.48;649.74;743.24;251.7
16.08.1990;695.7;642.23;718.25;248.71
17.08.1990;666.52;631.39;699.52;243.01
20.08.1990;652.26;623.88;703.68;245.11
21.08.1990;606.87;595.52;689.11;240.92
22.08.1990;597.8;594.69;657.88;237.32
23.08.1990;569.27;579.68;626.65;232.23
24.08.1990;585.09;594.69;649.55;240.62
27.08.1990;632.81;620.55;693.27;250.21
28.08.1990;620.62;604.7;695.35;248.41
29.08.1990;639.29;616.38;712.01;249.01
30.08.1990;635.4;623.88;687.03;243.91
31.08.1990;615.95;625.55;703.68;244.21
03.09.1990;615.95;623.88;703.68;244.21
04.09.1990;599.22;609.7;712.01;245.71
05.09.1990;587.42;610.54;707.85;245.41
06.09.1990;588.07;608.87;684.94;245.41
07.09.1990;591.05;601.36;701.6;252.9
10.09.1990;609.47;601.36;707.01;253.8
11.09.1990;593.26;607.2;702.83;257.7
12.09.1990;603.63;613.87;704.92;258.6
13.09.1990;595.85;611.37;690.28;251.7
14.09.1990;581.59;600.53;681.91;250.21
17.09.1990;571.6;597.19;677.73;252
18.09.1990;557.6;592.19;690.28;257.1
19.09.1990;543.98;593.02;665.18;259.79
20.09.1990;516.1;587.18;648.44;258.6
21.09.1990;509.62;586.35;654.72;255.9
24.09.1990;494.06;576.34;642.17;251.7
25.09.1990;482.39;557.99;654.72;255
26.09.1990;490.81;558.82;648.44;252.6
27.09.1990;485.63;563.83;650.54;250.21
28.09.1990;475.9;553.82;660.99;255
01.10.1990;508.32;572.17;696.55;261.29
02.10.1990;521.29;590.52;690.28;259.5
03.10.1990;521.29;595.52;688.19;257.4
04.10.1990;517.4;599.69;698.65;258.6
05.10.1990;504.43;607.2;707.01;259.5
08.10.1990;531.66;614.71;715.38;262.49
09.10.1990;518.69;603.86;686.09;252.6
10.10.1990;505.6;598.03;673.54;248.11
11.10.1990;516.75;607.2;675.64;242.12
12.10.1990;531.92;600.53;696.55;240.32
15.10.1990;542.68;603.86;707.01;237.92
16.10.1990;530.49;607.2;698.65;238.22
17.10.1990;520.25;607.2;696.55;241.52
18.10.1990;528.42;617.21;725.84;252.6
19.10.1990;527.9;630.55;765.58;258
22.10.1990;516.1;633.89;755.12;258.3
23.10.1990;523.88;641.4;755.12;255.9
24.10.1990;500.54;641.4;763.49;260.39
25.10.1990;502.49;638.06;753.03;259.2
26.10.1990;490.81;624.72;740.48;255.6
29.10.1990;482.39;624.72;732.11;254.1
30.10.1990;471.36;619.71;750.94;255
31.10.1990;474.61;620.55;750.94;252.6
01.11.1990;465.53;617.21;755.12;257.1
02.11.1990;462.29;625.55;755.12;259.79
05.11.1990;454.51;629.72;757.21;261.5
06.11.1990;442.19;624.72;746.76;261.5
07.11.1990;431.81;623.88;738.39;258.16
08.11.1990;430.52;622.21;734.21;260.59
09.11.1990;437.65;623.05;750.94;267.25
12.11.1990;441.15;629.72;759.31;273.92
13.11.1990;438.95;632.22;753.03;271.5
14.11.1990;438.17;630.55;759.31;275.13
15.11.1990;444.13;623.88;757.21;273.01
16.11.1990;443.09;597.19;765.58;275.44
19.11.1990;459.04;603.86;780.22;278.16
20.11.1990;457.1;600.53;776.04;274.83
21.11.1990;457.1;599.69;767.67;276.65
22.11.1990;478.24;578.84;767.67;276.65
23.11.1990;473.7;580.51;765.58;273.01
26.11.1990;455.15;568.83;754.29;276.04
27.11.1990;442.19;567.17;775.3;275.13
28.11.1990;446.73;572.17;764.79;272.41
29.11.1990;435.06;575.51;752.18;271.5
30.11.1990;437.91;583.85;777.4;275.44
03.12.1990;445.43;599.69;785.8;274.83
04.12.1990;437;598.86;787.9;278.16
05.12.1990;444.78;606.37;798.41;277.86
06.12.1990;463.58;620.55;790;270.28
07.12.1990;465.53;619.71;787.9;272.71
10.12.1990;464.23;615.54;792.11;274.83
11.12.1990;456.45;614.71;787.9;273.62
12.12.1990;468.12;613.04;811.02;277.25
13.12.1990;470.07;608.87;808.91;273.62
14.12.1990;481.74;607.2;798.41;269.68
17.12.1990;462.94;597.19;804.71;270.28
18.12.1990;462.29;598.03;819.42;275.13
19.12.1990;457.1;598.03;804.71;273.31
20.12.1990;439.59;594.69;808.91;275.74
21.12.1990;437;595.52;815.22;276.04
24.12.1990;437;588.85;796.31;276.04
25.12.1990;437;588.85;796.31;276.04
26.12.1990;437;588.85;796.31;275.13
27.12.1990;437;587.18;787.9;275.44
28.12.1990;436.87;583.01;783.7;274.83
31.12.1990;436.87;583.01;781.6;273.92
01.01.1991;436.87;583.01;781.6;273.92
02.01.1991;425.33;583.01;760.59;271.8
03.01.1991;426.63;576.34;739.58;272.71
04.01.1991;439.59;577.17;758.49;271.8
07.01.1991;421.18;570.5;745.88;267.25
08.01.1991;415.6;565.5;739.58;264.22
09.01.1991;424.29;573.84;722.77;259.07
10.01.1991;424.55;567.17;735.38;262.71
11.01.1991;423.9;563.83;743.78;262.1
14.01.1991;400.04;551.32;745.88;258.77
15.01.1991;400.69;552.99;745.88;260.59
16.01.1991;399.39;552.15;754.29;264.53
17.01.1991;452.56;584.68;802.61;280.59
18.01.1991;440.76;578.84;817.32;285.13
21.01.1991;434.93;573;806.81;289.98
22.01.1991;427.27;571.34;806.81;286.04
23.01.1991;415.22;571.34;808.91;289.07
24.01.1991;421.44;579.68;821.52;293.31
25.01.1991;422.09;587.18;802.61;297.25
28.01.1991;419.88;591.35;800.51;301.19
29.01.1991;418.2;592.19;796.31;301.8
30.01.1991;424.03;594.69;819.42;307.86
31.01.1991;427.92;589.68;819.42;307.25
01.02.1991;431.55;591.35;794.21;307.55
04.02.1991;433.76;593.86;811.02;311.7
05.02.1991;432.46;596.36;838.33;314.45
06.02.1991;425.98;591.35;865.64;317.82
07.02.1991;426.89;595.52;832.03;314.45
08.02.1991;439.59;602.2;848.83;316.9
11.02.1991;439.59;611.37;871.95;323.94
12.02.1991;434.02;609.7;855.14;324.85
13.02.1991;437.65;618.04;871.95;329.44
14.02.1991;438.69;623.05;865.64;330.36
15.02.1991;460.34;632.22;882.45;336.17
18.02.1991;483.68;639.73;882.45;336.17
19.02.1991;491.46;636.39;880.35;341.37
20.02.1991;485.76;624.72;869.85;337.39
21.02.1991;487.57;630.55;884.55;331.58
22.02.1991;498.6;631.39;895.06;326.08
25.02.1991;503.78;645.57;899.26;326.99
26.02.1991;482.39;638.89;892.96;317.51
27.02.1991;481.74;638.06;899.26;320.26
28.02.1991;468.12;640.56;880.35;315.06
01.03.1991;460.34;633.89;886.65;320.57
04.03.1991;466.18;642.23;869.85;319.65
05.03.1991;466.83;644.73;895.06;326.69
06.03.1991;492.76;663.08;880.35;325.16
07.03.1991;490.04;659.75;878.25;324.24
08.03.1991;507.02;673.09;878.25;321.18
11.03.1991;483.29;669.76;878.08;315.98
12.03.1991;479.14;666.42;871.75;310.78
13.03.1991;465.14;661.41;897.08;315.98
14.03.1991;477.07;682.27;905.52;313.53
15.03.1991;477.85;675.59;905.52;309.86
18.03.1991;463.58;668.92;911.85;312.92
19.03.1991;466.18;662.25;899.19;281.72
20.03.1991;457.1;662.25;922.41;279.28
21.03.1991;458.53;668.09;911.85;273.77
22.03.1991;460.21;675.59;911.85;273.16
25.03.1991;462.55;679.76;897.08;277.75
26.03.1991;458.66;675.59;911.85;278.66
27.03.1991;463.58;691.44;916.08;276.22
28.03.1991;470.07;692.28;916.08;278.66
29.03.1991;470.07;692.28;916.08;278.66
01.04.1991;470.07;692.28;924.52;274.69
02.04.1991;472.01;691.44;954.07;277.13
03.04.1991;482.13;700.62;941.4;276.83
04.04.1991;480.96;697.28;937.18;277.75
05.04.1991;484.98;699.78;913.96;275.6
08.04.1991;479.4;698.11;907.63;276.52
09.04.1991;470.07;693.94;892.86;272.24
10.04.1991;463.58;687.27;892.86;272.24
11.04.1991;468.12;688.1;890.75;270.71
12.04.1991;472.66;690.61;905.52;265.51
15.04.1991;476.81;690.61;913.96;261.53
16.04.1991;473.7;688.94;937.18;267.35
17.04.1991;480.44;694.78;945.63;268.88
18.04.1991;479.79;690.61;928.74;268.57
19.04.1991;472.01;694.78;916.08;267.96
22.04.1991;462.55;690.61;916.08;265.51
23.04.1991;472.01;699.78;911.85;265.2
24.04.1991;473.31;701.45;907.63;264.9
25.04.1991;481.22;703.12;899.19;264.29
26.04.1991;487.57;703.95;894.97;262.76
29.04.1991;487.18;705.62;867.53;256.64
30.04.1991;481.09;699.78;890.75;252.05
01.05.1991;481.09;699.78;916.08;254.5
02.05.1991;485.37;703.12;918.19;259.09
03.05.1991;481.09;700.62;930.85;253.58
06.05.1991;475.25;697.28;932.96;255.93
07.05.1991;476.94;708.12;924.52;252.22
08.05.1991;471.49;697.28;924.52;256.86
09.05.1991;471.49;697.28;945.63;262.12
10.05.1991;474.61;703.12;924.52;255.93
13.05.1991;472.01;703.12;918.19;262.12
14.05.1991;469.42;703.95;909.74;262.43
15.05.1991;466.83;701.45;907.63;254.38
16.05.1991;469.94;702.28;928.74;257.79
17.05.1991;469.42;707.29;926.63;256.86
20.05.1991;469.42;707.29;930.85;255.62
21.05.1991;475.12;714.79;943.52;251.29
22.05.1991;485.63;714.79;945.63;259.02
23.05.1991;491.85;712.29;928.74;259.02
24.05.1991;501.84;708.12;943.52;259.95
27.05.1991;503.78;716.46;943.52;259.95
28.05.1991;503.26;718.13;954.07;260.26
29.05.1991;502.87;716.46;954.07;257.79
30.05.1991;502.87;716.46;968.84;258.41
31.05.1991;508.97;733.98;966.73;262.74
03.06.1991;507.28;736.48;954.07;263.36
04.06.1991;504.43;734.77;949.85;259.95
05.06.1991;524.14;738.19;932.96;255.62
06.06.1991;520.25;733.92;926.63;255
07.06.1991;522.84;735.63;926.63;252.53
10.06.1991;521.03;732.21;934.9;253.45
11.06.1991;530.37;734.77;941.26;253.14
12.06.1991;522.58;727.09;926.42;251.29
13.06.1991;523.23;721.97;939.14;249.12
14.06.1991;527.25;729.65;951.86;248.5
17.06.1991;534.39;733.92;949.74;246.34
18.06.1991;533.22;734.77;934.9;249.74
19.06.1991;529.07;728.8;932.78;250.05
20.06.1991;530.11;725.39;941.26;245.41
21.06.1991;540.61;730.51;941.26;246.65
24.06.1991;532.44;721.97;934.9;243.55
25.06.1991;533.74;724.53;926.42;246.03
26.06.1991;527.38;723.68;932.78;244.17
27.06.1991;523.88;721.12;928.54;241.69
28.06.1991;505.08;716.85;924.3;240.46
01.07.1991;507.02;721.12;949.74;243.55
02.07.1991;504.43;722.83;947.62;245.41
03.07.1991;506.38;720.27;943.38;242.93
04.07.1991;512.86;717.71;943.38;242.93
05.07.1991;502.49;716;947.62;244.17
08.07.1991;493.94;711.73;958.22;248.81
09.07.1991;501.15;715.15;945.5;246.34
10.07.1991;503.69;721.97;939.14;244.48
11.07.1991;503.15;719.41;947.62;243.24
12.07.1991;506.36;723.68;979.42;246.03
15.07.1991;508.49;724.53;977.3;245.72
16.07.1991;506.36;724.53;979.42;239.22
17.07.1991;498.48;722.83;987.9;238.29
18.07.1991;495.15;722.83;1015.46;243.24
19.07.1991;495.68;726.24;1009.1;248.81
22.07.1991;491.41;726.24;998.5;252.53
23.07.1991;493.14;735.63;990.02;249.12
24.07.1991;487.14;729.65;987.9;249.43
25.07.1991;484.2;732.21;987.9;248.81
26.07.1991;476.73;732.21;981.54;248.81
29.07.1991;473.52;733.92;992.14;250.98
30.07.1991;474.59;733.92;1006.98;251.6
31.07.1991;476.33;734.77;1019.7;250.67
01.08.1991;477.13;734.77;1032.42;250.67
02.08.1991;477.13;739.89;1049.38;248.19
05.08.1991;488.47;735.63;1053.62;250.05
06.08.1991;487.8;732.21;1076.94;251.5
07.08.1991;497.28;733.92;1074.82;248.05
08.08.1991;495.15;732.21;1068.46;248.68
09.08.1991;495.81;732.21;1066.34;247.74
12.08.1991;493.28;727.09;1072.7;247.11
13.08.1991;497.81;727.09;1076.94;248.05
14.08.1991;499.15;729.65;1081.18;246.8
15.08.1991;499.15;729.65;1083.3;246.49
16.08.1991;496.48;727.95;1064.22;241.79
19.08.1991;435.09;683.57;1049.38;238.03
20.08.1991;448.43;693.81;1072.7;239.91
21.08.1991;468.45;706.61;1104.5;239.6
22.08.1991;489.01;715.15;1100.26;236.47
23.08.1991;487.4;716;1102.38;237.72
26.08.1991;504.49;720.27;1100.26;238.34
27.08.1991;504.49;715.15;1096.02;238.66
28.08.1991;509.83;716.85;1125.7;236.78
29.08.1991;516.9;721.97;1119.34;239.28
30.08.1991;511.16;718.56;1115.1;242.73
02.09.1991;517.03;717.71;1115.1;242.73
03.09.1991;518.77;716.85;1102.38;245.55
04.09.1991;514.23;716.85;1089.66;247.11
05.09.1991;514.5;717.71;1089.66;246.17
06.09.1991;512.5;715.15;1104.5;248.99
09.09.1991;508.49;715.15;1097.97;253.06
10.09.1991;506.49;708.32;1083.08;249.62
11.09.1991;506.49;708.32;1091.59;254
12.09.1991;505.55;704.91;1102.23;260.58
13.09.1991;507.16;705.76;1097.97;257.76
16.09.1991;499.82;698.08;1112.87;259.64
17.09.1991;496.75;698.93;1108.61;262.77
18.09.1991;484.6;690.4;1114.99;264.03
19.09.1991;482.2;692.1;1106.48;262.77
20.09.1991;481.13;691.25;1102.23;261.21
23.09.1991;483;688.69;1091.59;262.15
24.09.1991;487.8;689.54;1095.84;265.28
25.09.1991;484.2;686.98;1095.84;263.09
26.09.1991;479;683.57;1093.72;262.77
27.09.1991;475.79;684.42;1093.72;256.2
30.09.1991;474.19;682.72;1097.97;259.64
01.10.1991;474.99;685.28;1106.48;257.14
02.10.1991;471.52;687.84;1104.35;253.38
03.10.1991;471.52;692.1;1089.46;248.05
04.10.1991;469.12;692.1;1087.33;246.17
07.10.1991;461.78;689.54;1083.08;247.74
08.10.1991;457.78;688.69;1093.72;245.55
09.10.1991;452.7;686.98;1087.33;243.67
10.10.1991;452.3;684.42;1085.2;249.93
11.10.1991;453.1;686.13;1072.44;250.25
14.10.1991;457.11;684.42;1089.46;253.69
15.10.1991;461.91;684.42;1076.69;261.21
16.10.1991;453.1;686.98;1070.31;254.63
17.10.1991;447.1;691.25;1070.31;250.25
18.10.1991;446.16;707.47;1078.82;251.5
21.10.1991;448.43;708.32;1074.56;251.19
22.10.1991;450.57;707.47;1068.18;246.8
23.10.1991;454.44;708.32;1072.44;246.8
24.10.1991;450.44;706.61;1068.18;246.17
25.10.1991;447.77;701.49;1078.82;245.55
28.10.1991;447.1;713.44;1104.35;246.17
29.10.1991;455.77;714.29;1117.12;247.74
30.10.1991;448.43;713.44;1138.4;251.19
31.10.1991;446.43;709.17;1134.14;246.17
01.11.1991;435.89;709.17;1125.63;246.49
04.11.1991;432.42;707.47;1121.38;246.07
05.11.1991;435.49;707.47;1112.87;245.12
06.11.1991;434.69;704.91;1117.12;245.12
07.11.1991;425.61;703.2;1117.12;253.37
08.11.1991;432.42;711.73;1117.12;254.32
11.11.1991;433.09;716.85;1129.89;254
12.11.1991;438.42;728.8;1140.53;252.1
13.11.1991;442.43;726.24;1155.42;250.83
14.11.1991;439.09;724.53;1163.93;253.68
15.11.1991;439.76;724.53;1102.23;244.17
18.11.1991;431.08;715.15;1142.66;246.71
19.11.1991;426.01;708.32;1129.89;244.81
20.11.1991;426.01;705.76;1132.02;242.27
21.11.1991;424.68;706.61;1170.32;241.95
22.11.1991;425.08;700.64;1182.91;240.37
25.11.1991;420.41;693.81;1170.1;241.32
26.11.1991;424.01;703.2;1204.27;248.29
27.11.1991;414.27;700.64;1193.59;239.1
28.11.1991;411.73;701.49;1193.59;239.1
29.11.1991;404.66;695.52;1185.05;234.66
02.12.1991;393.71;690.4;1227.75;234.02
03.12.1991;394.38;700.64;1221.35;231.49
04.12.1991;398.78;704.91;1223.48;228.32
05.12.1991;392.91;704.05;1236.3;228.95
06.12.1991;393.71;705.76;1221.35;225.78
09.12.1991;392.51;708.32;1236.3;215.95
10.12.1991;385.84;708.32;1223.48;218.8
11.12.1991;379.7;708.32;1232.02;222.61
12.12.1991;384.5;715.15;1225.62;224.83
13.12.1991;391.71;716.85;1229.89;223.24
16.12.1991;387.04;716.85;1253.38;220.39
17.12.1991;393.71;716;1276.86;216.9
18.12.1991;403.06;716;1279;218.8
19.12.1991;395.18;714.29;1281.14;215.31
20.12.1991;391.04;711.73;1296.08;217.53
23.12.1991;384.37;710.88;1345.19;223.88
24.12.1991;384.37;721.12;1362.27;223.88
25.12.1991;384.37;721.12;1362.27;223.88
26.12.1991;384.37;721.12;1377.22;223.88
27.12.1991;394.25;730.51;1370.81;226.73
30.12.1991;402.39;733.92;1387.9;229.27
31.12.1991;402.39;733.92;1370.81;225.78
01.01.1992;402.39;733.92;1370.81;225.78
02.01.1992;409.2;733.92;1370.81;228.95
03.01.1992;403.86;743.31;1422.06;229.27
06.01.1992;397.72;747.57;1417.79;234.02
07.01.1992;389.71;744.16;1404.98;240.05
08.01.1992;386.37;741.6;1379.36;234.34
09.01.1992;392.11;750.14;1366.54;231.49
10.01.1992;397.72;749.28;1353.73;230.54
13.01.1992;401.05;750.14;1347.33;228.95
14.01.1992;409.73;762.08;1362.27;234.34
15.01.1992;416.4;780;1315.3;241.95
16.01.1992;422.01;769.76;1264.05;242.27
17.01.1992;432.42;769.76;1266.19;244.49
20.01.1992;432.28;770.62;1240.57;241.63
21.01.1992;435.22;769.76;1253.38;235.61
22.01.1992;434.42;768.06;1279;242.59
23.01.1992;431.48;764.64;1272.59;237.19
24.01.1992;430.42;766.35;1279;236.24
27.01.1992;445.1;771.47;1261.92;237.83
28.01.1992;445.1;773.18;1253.38;236.56
29.01.1992;437.76;770.62;1221.35;233.07
30.01.1992;451.1;771.47;1317.43;232.76
31.01.1992;450.44;772.32;1323.84;228.32
03.02.1992;451.1;771.47;1347.33;231.8
04.02.1992;447.1;770.62;1349.46;234.02
05.02.1992;457.11;773.18;1334.52;231.49
06.02.1992;449.77;780.86;1343.06;231.07
07.02.1992;456.44;782.56;1334.52;229.46
10.02.1992;453.77;784.27;1345.19;230.75
11.02.1992;455.11;787.68;1328.11;232.03
12.02.1992;450.44;788.54;1340.92;236.85
13.02.1992;452.17;791.1;1323.84;233.32
14.02.1992;448.17;787.68;1315.3;230.75
17.02.1992;451.5;789.39;1315.3;230.75
18.02.1992;457.78;790.24;1296.08;230.43
19.02.1992;454.44;785.12;1315.3;230.43
20.02.1992;462.85;790.24;1351.6;230.75
21.02.1992;468.85;791.95;1351.6;231.07
24.02.1992;477.93;797.93;1358;229.78
25.02.1992;475.79;798.78;1360.14;226.89
26.02.1992;483.13;803.9;1400.71;226.89
27.02.1992;484.6;805.61;1394.3;225.61
28.02.1992;482.6;801.34;1396.44;223.36
02.03.1992;491.27;801.34;1390.03;224.96
03.03.1992;495.81;805.61;1392.17;226.89
04.03.1992;491.94;808.17;1375.08;224.64
05.03.1992;501.82;809.87;1372.95;222.71
06.03.1992;497.68;803.9;1347.33;222.07
09.03.1992;501.15;801.34;1373.46;224.64
10.03.1992;502.22;801.34;1392.75;225.93
11.03.1992;498.75;794.51;1386.32;225.61
12.03.1992;489.81;788.54;1390.6;229.14
13.03.1992;495.15;793.66;1394.89;230.43
16.03.1992;489.01;791.1;1401.32;228.18
17.03.1992;492.48;804.75;1412.03;225.28
18.03.1992;489.14;803.9;1394.89;224.96
19.03.1992;481;806.46;1382.03;220.78
20.03.1992;485.14;813.29;1388.46;221.43
23.03.1992;476.46;801.34;1401.32;220.14
24.03.1992;473.39;803.05;1397.03;219.18
25.03.1992;473.12;807.31;1409.89;218.86
26.03.1992;471.92;806.46;1414.17;216.29
27.03.1992;468.45;805.61;1418.46;214.04
30.03.1992;475.13;807.31;1407.75;214.36
31.03.1992;485.54;808.17;1401.32;214.68
01.04.1992;482.2;805.61;1405.6;213.07
02.04.1992;489.14;810.73;1386.32;211.46
03.04.1992;493.01;807.31;1422.74;210.18
06.04.1992;501.55;810.73;1429.17;213.71
07.04.1992;501.02;810.73;1386.32;211.79
08.04.1992;489.67;803.9;1371.32;218.21
09.04.1992;490.74;804.75;1392.75;218.86
10.04.1992;499.55;812.43;1412.03;221.11
13.04.1992;492.48;808.17;1403.46;224.96
14.04.1992;494.74;813.29;1405.6;226.89
15.04.1992;499.02;819.26;1429.17;227.53
16.04.1992;499.28;822.67;1424.89;227.85
